time,asset,PriceUSD,CapMrktCurUSD,TxCnt,AdrActCnt,CapMVRVCur,SplyCur,NVT_Tx_Basis,Activity_Velocity,FearGreedValue,ActiveStakeADA
2020-01-29,ada,0.05373472673221381,1671803788.048519,2971.0,7536.0,0.611683615196,31112166930.33404,946852.7461741683,0.3942409766454352,57.0,
2020-01-30,ada,0.0561688451646213,1747534216.8073087,2706.0,6565.0,0.6387285558790001,31112162119.153137,963056.1736459739,0.41218583396801217,57.0,
2020-01-31,ada,0.0539469783496549,1678407105.3588576,3026.0,6663.0,0.605212926104,31112161546.4788,896243.0191099247,0.4541497823803092,55.0,
2020-02-01,ada,0.056138952240860206,1746604120.6915293,2832.0,6489.0,0.629313746293,31112161003.608475,903488.2480622738,0.4364308830328248,57.0,
2020-02-02,ada,0.05580583550041271,1736240105.562779,3091.0,7771.0,0.6254880834100001,31112160403.905052,868430.2064265418,0.39776090593231245,57.0,
2020-02-03,ada,0.0568754002885077,1769516549.6067402,2485.0,5852.0,0.635901006441,31112159925.567867,872158.6964915546,0.4246411483253589,59.0,
2020-02-04,ada,0.05578906597609581,1735718312.8688068,2777.0,6546.0,0.6235631928470001,31112159390.02309,843034.792629995,0.4242285365108463,56.0,
2020-02-05,ada,0.05938709652904921,1847660776.8211923,3170.0,7545.0,0.662717098868,31112158782.12549,876558.8232970753,0.4201457919151756,53.0,
2020-02-06,ada,0.059824499717936706,1861269296.1534827,3328.0,7294.0,0.670992974542,31112158144.724663,856853.4459948294,0.4562654236358651,61.0,
2020-02-07,ada,0.0598560451041885,1862250707.2671978,2983.0,6949.0,0.670984569681,31112157577.829758,835451.2650166078,0.42927039861850624,56.0,
2020-02-08,ada,0.060195652506363405,1872816592.640703,2916.0,6858.0,0.674346028577,31112157019.02598,820113.3012298789,0.4251968503937008,56.0,
2020-02-09,ada,0.0618362409924336,1923858802.8552926,3042.0,6980.0,0.6922409005460001,31112156430.897854,820371.3884523734,0.4358166189111748,56.0,
2020-02-10,ada,0.06029626920135821,1875946922.6740417,3228.0,7056.0,0.673533128337,31112155818.618793,781504.9966504964,0.4574829931972789,57.0,
2020-02-11,ada,0.06356320388060911,1977588264.5496953,3230.0,7164.0,0.7092013835080001,31112155206.402176,810973.6728333964,0.4508654383026242,52.0,
2020-02-12,ada,0.0688690777137493,2142665378.827336,4227.0,9758.0,0.7656594963560001,31112154394.35986,852899.1300668933,0.4331830293092847,61.0,
2020-02-13,ada,0.0688385855581833,2141716649.3709106,3988.0,9488.0,0.7647829027580001,31112153627.280777,825665.2372626393,0.4203204047217538,65.0,
2020-02-14,ada,0.070933652888714,2206898660.485229,3300.0,8510.0,0.786644223257,31112152985.37601,838897.1286123596,0.38777908343125733,63.0,
2020-02-15,ada,0.0642498514747164,1998951162.5036385,3674.0,8294.0,0.7134442953260001,31112152271.515614,742513.0346259204,0.44297082228116713,64.0,
2020-02-16,ada,0.0624570093074933,1943171940.9650047,3626.0,7971.0,0.693944307484,31112151582.510567,706140.2752335484,0.4548990089072889,59.0,
2020-02-17,ada,0.05989018881387231,1863312590.4602568,3556.0,7924.0,0.667482740684,31112150877.518353,661670.9262255827,0.44876325088339225,49.0,
2020-02-18,ada,0.06307862855457991,1962511771.164198,3108.0,6760.0,0.7026028813390001,31112150281.867653,688333.2238428373,0.4597633136094675,53.0,
2020-02-19,ada,0.058004277479862205,1804637763.693882,2911.0,11019.0,0.6469288879830001,31112149691.38116,625400.4824920627,0.2641800526363554,50.0,
2020-02-20,ada,0.058249708964928405,1812273632.8680418,2890.0,6688.0,0.6839614248560001,31112149143.254856,618998.7645352376,0.4321172248803828,44.0,
2020-02-21,ada,0.058846185403323106,1830831270.4347098,2428.0,5560.0,0.691067131472,31112148695.560493,618807.7976409536,0.4366906474820144,44.0,
2020-02-22,ada,0.058261533116120305,1812641457.1285248,2185.0,4969.0,0.6858846547430001,31112148276.56136,606111.5253663099,0.4397263030790904,43.0,
2020-02-23,ada,0.061725946976415105,1920426784.6205966,2635.0,5851.0,0.726343089682,31112147786.965076,632350.7963706321,0.4503503674585541,46.0,
2020-02-24,ada,0.05887242634979751,1831647601.544836,2528.0,5770.0,0.693012450216,31112147317.691387,598430.9733055088,0.4381282495667244,46.0,
